year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov,number_of_stations,population,latitude,longitude,who_ms,who_region,iso3,type_of_stations,Air_quality_category
2010,34.108259999999994,25.547663999999987,19.71,96.668,93.696,94.0,1,34952,50.7328169999999,16.64805,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,30.537,21.763983999999986,12.824,98.0,94.656,96.0,1,6316,50.972169,14.941297,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,18.099,7.838,10.194,91.0,89.008,89.0,1,102076,28.0141221999999,-15.413437,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,81.502,41.959500000000055,23.230355999999997,98.0,79.116,87.636,1,148061,40.845554,31.148056,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,23.762,16.948095999999993,16.91,96.0,89.572,87.0,1,60889,54.0858309999999,18.7877769999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,27.022,18.536219999999997,17.317,87.0,90.748,99.0,1,9590,52.0925,6.60583899999999,1,0.9999417453104975,0.9999999999999994,0.9938192326216087,1
2010,86.665,37.318915999999994,29.388444,90.0,86.84,87.704,1,408388,38.675556,39.211945,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,26.792,18.475776000000007,22.457,100.0,96.868,99.0,1,66475,47.55722,18.420835,1,0.9999417453104975,0.9999999498938072,0.9938192326216087,1
2010,32.0,8.3,27.667,86.64,86.556,0.996,1,951270,31.7370615,-106.411819,1,1.0,1.0,0.9938192326216087,1
2010,30.303,13.453176000000015,16.038,98.0,84.984,98.0,1,68915,36.769719,-2.810969,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.691076,11.6,13.779064000000027,87.736,80.14,0.78,1,17756,33.2205625298932,-92.672262743334,1,1.0,1.0,0.9938192326216087,1
2010,18.819,14.417903999999995,14.832,99.0,95.956,95.0,1,12813,49.6348419999999,9.65791899999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,30.86728399999999,8.533,17.0,88.556,82.528,0.804,1,44322,32.8155766666666,-115.528433333333,1,1.0,1.0,0.9938192326216087,1
2010,19.871,16.352,44.803,93.0,79.0,91.0,1,3474,46.3308329999999,11.275277,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,70.267,27.772,22.757,63.796,63.968,11.988,1,162505,-33.5469999999999,-70.6662,1,1.0,0.9999999997736876,0.9938192326216087,1
2010,21.71178799999997,15.929991999999988,15.968,98.7,96.26,97.0,1,3957,47.042611,5.40089699999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.014,10.464952000000004,11.364,86.0,86.572,94.0,1,49693,38.9138889999999,1.42518499999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,34.824,24.760763999999998,30.697,92.0,88.724,94.0,1,6099,45.329445,9.414721,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.542,18.18946400000002,20.133,97.524,93.324,94.0,1,13101,47.84,16.526674,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,26.712,22.231,14.06,100.0,100.0,97.0,1,28219,52.146267,14.638166,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,23.479,17.088788000000008,13.199,98.0,97.268,97.0,1,37700,50.8585889999999,10.4738696666666,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,27.032,16.977,36.74,92.0,91.0,98.0,1,358966,51.4408346666666,5.43167233333333,1,0.9999417453104975,0.9999999999999994,0.9938192326216087,1
2010,73.82,35.18,30.27,75.0,75.0,75.0,1,198862,-12.040208,-76.991557,1,1.0,0.999995023405352,1.0,1
2010,30.847,20.121260000000014,37.827,93.0,89.144,95.0,1,54294,42.657223,13.709444,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.368,10.454308000000001,8.344,82.0,82.156,76.0,1,27217,37.9833339999999,13.6833329999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,31.723,17.793,48.691,97.0,98.0,95.0,1,941500,51.2337417142857,6.75388914285713,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,30.311,23.894,36.023,96.0,97.0,92.0,1,515076,51.4723669090909,6.75140699999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,26.376160000000038,18.581544,29.173,99.072,96.932,97.0,1,21145,45.7161109999999,11.472222,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,47.0,25.521748000000006,25.090228,76.06,76.06,6.024,1,152398,27.4727999999999,89.6393,1,0.9542760372565622,0.9984250018607117,0.9938192326216087,1
2010,19.201,14.600755999999999,12.364,99.0,96.588,96.0,1,21262,51.5075799999999,10.2385389999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,15.81,11.164,28.889,86.0,97.0,97.0,1,1228179,53.3347634,-6.26364673333333,1,0.9999417453104975,0.9999993896955925,0.9938192326216087,1
2010,24.722,22.355,21.834,93.0,96.0,96.0,1,40951,49.367779,6.16564666666666,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,26.508,19.323628000000003,16.129,97.0,94.988,97.0,1,8436,45.175556,7.56,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,46.222,22.11636399999999,27.06,89.0,87.748,91.0,1,812166,40.633774,22.945288,1,0.9999417453104975,0.9999972667412914,0.9938192326216087,1
2010,31.44282800000001,21.926,21.106868000000002,89.776,88.0,88.024,1,92617,44.627495,22.694174,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.293,15.97140800000001,14.873,97.0,94.584,96.0,1,30536,48.731389,1.36388899999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,36.739,17.1868,9.883,78.0,81.856,82.0,1,6201,38.1435239999999,23.7581829999999,1,0.9999417453104975,0.9999972667412914,0.9938192326216087,1
2010,27.928,19.313,37.567,93.0,99.0,98.0,1,575476,51.0430187272727,13.7347852727273,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,16.364,12.403688000000006,12.998,100.0,97.988,97.0,1,1333,50.5617519999999,10.3752999999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,21.304,9.611192000000015,45.225,97.0,89.32,93.0,1,67016,59.7333339999999,10.2116779999999,1,0.9999417453104975,0.9999999696088582,0.9938192326216087,1
2010,15.941888000000002,9.5,14.469920000000004,92.248,56.944,0.756,1,46366,39.070836,-75.5374279999999,1,1.0,1.0,0.9938192326216087,1
2010,24.201,15.860307999999996,29.199,83.22,85.88,85.0,1,149056,51.4770699999999,0.317969,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.49,14.634780000000005,16.194,98.0,95.784,100.0,1,79147,46.3744439999999,6.48472199999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,18.147,13.256815999999992,8.922,90.348,88.828,93.0,1,128,48.8786089999999,15.0466789999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,20.051,15.372047999999992,10.657060000000003,97.0,94.812,94.192,1,901,49.095581,16.13446,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,20.2,5.3,10.979784000000006,85.092,88.168,0.756,1,86697,46.9592030389986,-92.2332331353189,1,1.0,1.0,0.9938192326216087,1
2010,16.966,11.910508000000004,33.652,91.0,87.612,93.0,1,32793,41.9995824999999,14.9934725,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,17.315356000000016,10.2,15.021487999999993,86.96,88.884,0.744,1,417924,36.0329550008979,-78.904037,1,1.0,1.0,0.9938192326216087,1
2010,25.367,18.51818800000001,26.717,96.0,92.94,99.0,1,5357,45.6019,4.8022,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,23.872,17.944311999999986,13.009,88.876,84.836,88.0,1,3371,47.94389,14.361667,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.768,16.881,30.232,97.0,95.0,92.0,1,111659,42.5624434999999,12.6434166,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.82,11.682012000000006,31.103,99.0,91.7,99.0,1,28806,43.1722219999999,-2.63583299999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.81134800000002,4.3,9.033,80.088,85.124,0.792,1,20,37.1810833336366,-107.661005333333,1,1.0,1.0,0.9938192326216087,1
2010,41.0,18.54191199999999,30.61350399999998,63.956,59.672,24.544,1,887960,-22.7067603333333,-43.3034366666667,1,1.0,1.0,0.9938192326216087,1
2010,31.010468000000028,18.448636000000015,49.383,91.608,79.116,99.0,1,214406,41.555556,2.007778,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,14.716,11.66068799999999,11.907,99.0,96.196,95.0,1,910,49.423138,7.293522,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,21.3,13.3,17.085924000000006,83.108,85.032,0.776,1,172425,39.4859870009261,-87.4013119999999,1,1.0,1.0,0.9938192326216087,1
2010,25.284,16.542,19.099,98.0,98.0,98.0,1,91386,51.0352765,2.3369445,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,14.626,9.155927999999996,10.497,95.0,91.328,93.0,1,35675,40.3363889999999,-1.106667,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.841,18.06531200000002,18.102,100.0,97.316,99.0,1,46508,46.976112,18.9361129999999,1,0.9999417453104975,0.9999999498938072,0.9938192326216087,1
2010,17.881055999999983,13.34411999999999,8.87,86.716,84.612,85.0,1,3141,47.343609,22.331671,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,66.25368400000002,40.72820800000003,20.888,92.004,86.924,84.0,1,55790,42.0044439999999,20.968069,1,0.9999417453104975,0.9999835404702428,0.9938192326216087,1
2010,22.541435999999997,14.87094000000001,39.94,94.976,93.228,99.0,1,33891,55.070033,-3.614233,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,17.782,14.335795999999998,17.682,75.0,69.688,91.0,1,2509,46.503334,13.5769439999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,26.482,22.679,13.721,93.0,88.0,82.0,1,126915,54.168056,19.410833,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.108948000000016,12.263412000000004,16.675,89.48,86.848,75.0,1,219708,38.2591669999999,-0.7175,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,17.352,12.074,14.592,98.0,99.0,100.0,1,95332,58.370556,26.734722,1,0.9999417453104975,0.999811072665393,0.9938192326216087,1
2010,29.922,20.830039999999965,28.759,95.0,92.892,95.0,1,16576,45.2266649999999,11.6658329999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,29.796,12.085879999999998,20.876,80.0,72.68,98.0,1,151181,40.679169,-8.58333299999999,1,0.9999417453104975,0.9999999999999437,0.9938192326216087,1
2010,28.494,18.7,44.544,96.0,95.0,93.0,1,582128,51.4614415454545,7.00356345454545,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,14.745,8.482,17.976,94.0,96.0,98.0,1,213271,60.2575891999999,24.762577,1,0.9999417453104975,0.9999999997498861,0.9938192326216087,1
2010,39.336,16.907576000000002,25.271,87.0,87.352,89.0,1,20911,41.0130539999999,-8.63694699999999,1,0.9999417453104975,0.9999999999999437,0.9938192326216087,1
2010,15.433,8.110992000000001,4.2261200000000025,76.0,79.612,86.04,1,2424,38.108139,-4.9268,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,35.937,17.196120000000015,30.765572000000013,97.0,93.408,95.084,1,783669,39.7805559999999,30.5011119999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,23.2,11.395024,17.577963999999984,69.588,51.624,21.088,1,80643,-29.859154,-51.178705,1,1.0,1.0,0.9938192326216087,1
2010,41.777,20.076,9.687,69.004,63.364,11.832,1,6507400,-33.6738,-70.953,1,1.0,0.9999999997736876,0.9938192326216087,1
2010,21.559,9.908,28.83,96.0,88.0,95.0,1,30125,49.5050017499999,5.98250625,1,0.9999417453104975,0.9996726969478342,0.9938192326216087,1
2010,25.61,17.746388,18.361,95.0,89.604,100.0,1,4227,50.42029,3.55181,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.011272000000005,12.854160000000007,12.801,91.336,86.34,81.0,1,1120,41.288333,-0.326666999999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,63.212,26.503104000000004,28.149632000000004,96.0,87.352,88.148,1,431275,39.8980559999999,41.272499,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.864,18.088,22.221,98.0,93.0,99.0,1,40763,44.800556,-0.588056,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.389028000000017,9.7,13.058439999999992,90.04,79.668,0.776,1,700541,30.4397220008246,-84.346389,1,1.0,1.0,0.9938192326216087,1
2010,59.682,26.9467,18.472428000000004,95.0,90.796,94.108,1,97759,39.743057,39.494999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,28.489,13.82428400000002,23.524,98.0,93.252,98.0,1,83750,39.9580559999999,-4.85083299999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,29.836,22.748,18.186,100.0,96.0,99.0,1,28255,47.7900009999999,18.746122,1,0.9999417453104975,0.9999999498938072,0.9938192326216087,1
2010,27.713,12.525759999999979,41.87,1.0,1.0,1.0,1,3158313,-29.89887375,30.99809175,1,0.9999999173897494,0.999998499338961,0.9938192326216087,1
2010,9.653835999999988,6.870947999999998,5.405,94.52,90.184,96.0,1,363,45.815834,7.235278,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.361723999999988,13.3,22.06419199999997,90.352,86.848,0.984,1,1226846,39.481483000926,-80.1346669999999,1,1.0,1.0,0.9938192326216087,1
2010,91.84,34.963116000000014,81.79198799999998,63.328,51.284,52.048,1,1611133,37.8108005523681,45.6854000091552,1,0.957295373665664,0.9923664822352175,0.9938192326216087,1
2010,22.744199999999978,12.6,21.37028399999999,83.916,84.672,0.992,1,32515,64.8456899999999,-147.727413,1,1.0,1.0,0.9938192326216087,1
2010,126.0,48.12514000000002,30.784068000000012,76.768,83.752,5.72,1,657277,28.39008,36.554572,1,0.957295373665664,0.998574882750235,0.9938192326216087,1
2010,28.239,19.879,25.62,95.0,90.0,99.0,1,57748,44.2833329999999,11.8718892,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,32.848,19.937,18.088,88.0,91.0,79.0,1,23231,43.343887,12.909444,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,24.374164000000018,12.199,13.521,97.208,94.0,98.0,1,4956,42.7813889999999,-6.60388899999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,20.355836000000018,13.291815999999997,39.877,89.388,87.996,97.0,1,349936,50.7250829999999,-3.532465,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,26.94251999999999,18.29996,29.303,90.672,84.216,95.0,1,390,48.6272189999999,2.429167,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,23.199,16.11145999999998,20.298,96.0,93.464,97.0,1,49359,49.0213389999999,1.148319,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,27.262,18.525368,29.030815999999987,90.0,86.828,92.668,1,4731,50.434569,3.040833,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,31.222,20.344,27.984,88.0,89.0,90.0,1,33277,51.135555,3.74391049999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.8,13.2,20.9,91.4,83.932,0.944,1,117298,37.9938847244767,-87.5547552840974,1,1.0,1.0,0.9938192326216087,1
2010,12.5,7.412067999999983,2.7,70.5,82.844,0.808,1,11747,41.3964374304911,-110.807654109919,1,1.0,1.0,0.9938192326216087,1
2010,16.7,5.6,5.0,77.992,84.696,0.796,1,136463,40.7767800009331,-124.17949,1,1.0,1.0,0.9938192326216087,1
2010,25.39405999999999,18.178644,15.289,97.112,94.236,94.0,1,18281,50.629421,6.001019,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,11.7,7.2,14.74511200000001,87.344,85.672,0.78,1,176654,43.9093471999999,-122.93976585,1,1.0,1.0,0.9938192326216087,1
2010,14.397,6.315,17.143,96.0,95.0,98.0,1,445259,59.429099,24.6895262499999,1,0.9999417453104975,0.999811072665393,0.9938192326216087,1
2010,26.983,23.538,25.255,98.0,95.0,93.0,1,41915,50.366664,3.08277799999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.067,12.575988000000004,28.89,98.0,89.808,98.0,1,39219,43.314444,-1.89944399999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,29.015,12.679208000000013,30.251,100.0,92.104,99.0,1,38869,41.2061119999999,-8.551683,1,0.9999417453104975,0.9999999999999437,0.9938192326216087,1
2010,22.957,16.531743999999982,25.588,81.0,82.492,92.0,1,72201,44.916218,25.4780669999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,31.872,22.12456800000002,19.786059999999996,81.0,86.576,87.028,1,82504,45.051628,23.2752669999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.645,10.343,21.977363999999994,85.0,80.0,83.352,1,125701,46.537201,24.5466354999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,27.978,22.983,17.299,100.0,100.0,97.0,1,8601,51.4627339999999,13.526797,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,44.909,32.293,22.909,81.0,83.0,94.0,1,116238,50.0202779999999,21.004722,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,20.92,16.85346799999999,8.521400000000003,81.0,87.108,90.88,1,2000,51.5133569999999,16.166688,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.9,12.174255999999986,18.049372000000012,83.144,82.04,0.78,1,20564,40.8383499999999,-115.766029,1,1.0,1.0,0.9938192326216087,1
2010,19.092,14.16170399999999,16.239,98.0,97.264,95.0,1,54300,53.362347,7.20726099999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,29.988,22.345016000000022,12.295531999999994,79.0,88.036,88.956,1,2000,52.4674029999999,16.645917,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,42.535,30.12615599999994,21.389423999999988,94.0,93.108,94.24,1,60847,50.4440159999999,18.8279089999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.157652000000017,11.8,17.240304000000023,78.576,83.916,0.776,1,859826,37.7056119999999,-85.8526289999999,1,1.0,1.0,0.9938192326216087,1
2010,31.042924000000017,18.669956000000003,26.033,91.104,83.38,95.0,1,133223,41.12541675,1.21993049999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,60.58793200000001,30.754564000000002,36.714,69.9,67.772,100.0,1,13366,38.0513499999999,23.538446,1,0.9999417453104975,0.9999972667412914,0.9938192326216087,1
2010,14.467,10.259,13.222,93.0,91.316,97.0,1,55575,38.4547219999999,-0.803332999999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.159,14.625279999999993,15.403428,85.0,85.948,93.508,1,3134,43.8383329999999,-0.810833,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,16.687,10.066995999999993,9.682,98.0,95.312,99.0,1,1054,42.5183329999999,-2.619444,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.732875999999983,12.1,26.206715999999982,88.808,81.724,0.984,1,3889761,41.657154959937,-85.96844591,1,1.0,1.0,0.9938192326216087,1
2010,29.83,18.83536399999998,33.662,98.0,88.172,93.0,1,29918,51.8738859999999,6.15638899999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,22.429,14.680927999999996,21.234,99.0,95.604,95.0,1,42888,43.2325943333332,0.0773146666666667,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,20.308088000000016,13.785375999999998,9.752,90.444,86.192,99.0,1,15811,43.830703,4.64308899999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.452,15.514472000000014,28.901,100.0,96.804,100.0,1,112385,49.6042689999999,10.9824225,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,21.7,8.1,10.7,89.196,82.372,0.792,1,2877274,27.8860158660424,-82.452268345057,1,1.0,1.0,0.9938192326216087,1
2010,14.2,11.1,14.8,84.392,89.092,0.756,1,94831,42.1417499999999,-80.038611,1,1.0,1.0,0.9938192326216087,1
2010,26.842,16.837,33.076,99.0,98.0,97.0,1,202296,50.9816248,11.0304968,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,18.051,9.449,18.384,97.0,98.0,97.0,1,341582,61.5021066666666,23.7378769999999,1,0.9999417453104975,0.9999999997498861,0.9938192326216087,1
2010,17.112,13.008708000000007,24.099,93.004,80.52,91.0,1,5628,47.1399995,13.655977,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,23.824,16.952875999999986,34.992,95.0,92.836,97.0,1,16503,45.8094439999999,9.222777,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.482015999999998,13.724475999999997,30.366,93.24,88.56,97.0,1,24369,43.302778,-2.97722199999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.65848000000002,16.249003999999985,18.549,98.172,94.712,99.0,1,32734,48.172778,6.45281099999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,16.271,12.185844,14.17,100.0,96.912,100.0,1,8645,47.479767,8.90469599999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,28.26,18.66557999999999,53.113,91.62,76.856,94.0,1,11361,48.206944,14.454169,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,10.34,6.158323999999999,4.296059999999998,90.692,88.28,91.376,1,13790,54.4395099999999,-7.900328,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,27.493,11.756,16.123164000000024,83.0,94.0,88.024,1,20180,52.8430559999999,-8.998889,1,0.9999417453104975,0.9999993896955925,0.9938192326216087,1
2010,17.513,8.66104,1.33,92.0,83.256,94.0,1,27894,37.549999,14.266666,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,25.27,14.57,16.229,97.0,98.0,93.0,1,460246,40.483699,17.231528125,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,24.385,15.774,23.834,93.0,93.0,97.0,1,5762,50.584167,5.396155,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,34.022,23.761588000000025,59.133,99.0,95.416,95.0,1,34394,43.7188909999999,10.9488889999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,15.033,10.985715999999995,8.876,97.0,89.356,96.0,1,1120,48.345778,9.207639,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,25.514183999999986,12.1,13.512240000000013,84.164,82.244,0.756,1,71072,31.2247830008368,-85.3907889999999,1,1.0,1.0,0.9938192326216087,1
2010,29.03672,13.649876000000011,18.546,94.94,66.516,98.0,1,136251,37.284489,-5.913839,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,29.122,19.813,47.686,96.0,99.0,93.0,1,589600,51.5281632857143,7.46689714285714,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,22.361,15.821167999999986,14.389,86.0,88.952,97.0,1,1397,47.345553,5.00222199999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,32.85,24.199648000000007,36.872,99.0,95.52,99.0,1,28410,45.5183329999999,9.59138899999999,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,44.841,25.684515999999963,0.023,81.232,74.428,9.328,1,1531809,36.3540746913579,127.39922962963,1,0.9959751189169411,0.99999999750532,0.9938192326216087,1
2010,52.156,29.935587999999985,0.027,80.876,76.188,15.184,1,2198962,35.8551121794871,128.579588247863,1,0.9959751189169411,0.99999999750532,0.9938192326216087,1
2010,36.097,26.161083999999995,40.032,93.0,89.78,91.0,1,373647,45.6725009999999,12.238611,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,48.777,35.476079999999925,28.672,88.0,88.044,95.0,1,125905,50.3288879999999,19.230833,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,35.878,26.001044,30.229,90.0,90.136,94.0,1,11782,45.6172219999999,9.506389,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.38721599999999,15.825311999999998,29.069,98.592,95.952,96.0,1,1647,47.127777,10.046956,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,22.753,16.62,38.934,82.0,100.0,94.0,1,100226,49.752159,6.64186949999999,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,18.591,14.581216,7.284,84.0,84.408,92.0,1,15539,50.912475,15.312167,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.404355999999986,13.407232,16.011,93.048,92.564,98.0,1,48891,51.6537999999999,-3.006953,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,19.087,13.814463999999985,12.122,99.0,95.192,94.0,1,49093,53.83017,8.80122,1,0.9999417453104975,0.9995267392333176,0.9938192326216087,1
2010,23.021,15.445200000000003,40.936,92.0,88.56,85.0,1,202123,45.6348733636363,13.7797474545454,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,27.585,9.838080000000007,9.41,99.0,93.828,97.0,1,18650,41.2008319999999,-8.645011,1,0.9999417453104975,0.9999999999999437,0.9938192326216087,1
2010,22.547,13.15382800000001,18.087,85.0,86.888,96.0,1,7983,47.3188553333333,-2.191584,1,0.9999417453104975,1.0,0.9938192326216087,1
2010,21.8,12.7885,31.7,75.532,69.204,23.388,1,3678732,-25.4803094999999,-49.2482484999999,1,1.0,1.0,0.9938192326216087,1
2010,38.951,40.94,27.613,84.0,95.0,86.0,1,243807,50.8244527499999,19.12099125,1,0.9999417453104975,1.0,0.9938192326216087,1
