SensorID,SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index,Cluster_KProto,Cluster_KMeans,Cluster_KMedoids,Cluster_Agglomerative
S000014,S000014,0.0,-0.6724577729610165,1.259196901444577,-0.7500211556795753,-0.4691622462296075,-0.10312338214700914,-0.7764776764934374,1.8408903706182134e-16,1.8108057601440173,1.1785016334395495,1.0,-0.30100384541856495,-0.007722337084940928,0.0,-0.9810917436002489,1.4634240146449748,0.09921877033089226,0.30434956053969786,11.0,98.47,3,3,0,0
S000015,S000015,1.0,-0.675004954364143,0.11826276406100265,0.013498217234165355,0.1224962651364763,-0.023389968211835987,-1.001119257804939,2.678567262540399,0.7296472176499487,-1.2463467618190343,0.0,-0.9001861918552013,-1.1369462098230727,0.0,-2.5362758957357693e-16,1.4537454557296403,-1.625795160434074,0.7002444463138672,24.0,84.97,3,3,0,0
S000016,S000016,0.0,1.017269593261639,1.5749969853114014,1.4842015842232674,-0.44644373196162823,0.17433459638973722,-1.4067339088749504,-0.7775175804578929,-0.1811509659103528,-0.9904504912450196,4.0,1.1526082008103866,-0.02566313226295726,1.0,1.7367186987898295,1.5708564804419438,-0.29363111755134813,0.00427813085357527,25.0,168.32,0,1,1,3
S000017,S000017,3.0,-0.9207715714600991,-0.06649131227372237,0.4199634322196899,0.4593654175616745,1.9570736182766157,-0.7934638074054602,-1.041214770795148,-1.5891097300166703,-1.2856561286843193,2.0,-0.7628285059392216,0.04899072516677588,1.0,-1.25094526270281,-0.011483988945541248,-1.423704112340806,1.2578760325372247,9.0,82.38,3,3,0,0
S000018,S000018,3.0,-1.4767848834568724,-1.3700199590828432,1.8665445695258256,0.025515080573166957,1.8397975654930425,0.8283578169653845,-0.45825533585952094,-1.5095640371293075,0.6466690229092182,4.0,-1.07215368839568,2.617880100552751,0.0,-0.17652847368335406,0.6795838989706955,1.32750423709091,1.5072662701305366,2.0,54.16,2,0,2,2
S000019,S000019,0.0,-1.3396737473571447,1.4540120512859338,0.08729492925959018,0.27541873752093904,-0.8732838019513285,0.49358948690760174,-0.8689736278035985,-0.4449775139867717,-1.3049254261673024,4.0,0.34576699062675725,-0.22624354729424076,0.0,1.6796068428951079,0.191368568667745,-0.7796569403800174,-0.9398321633780745,3.0,94.28,3,3,0,0
S000020,S000020,3.0,-0.26257989689219086,-0.46914429582723266,1.0305456110124076,1.9277631515920335,-0.8260873416847685,-1.3384355074995256,-0.5997790351869762,0.5380746739462171,0.0331345910510387,0.0,0.13594501371573287,1.6828430549314912,0.0,-2.5362758957357693e-16,-0.06051334851529376,-0.8923494562949552,0.4318833799863611,11.0,99.02,3,3,0,0
S000021,S000021,3.0,-1.1789829891256163,-0.0669113988501996,-1.0548418427810242,0.03772933555595151,1.31706101314675,1.9451959244308843,1.8408903706182134e-16,0.8953674111652873,0.7707632986996289,0.0,-1.782736362779922,-1.762101313174865e-16,0.0,-1.3280462681606844,-0.8400237446175387,-0.4875377929804029,0.8298553637971208,7.0,64.77,2,0,2,2
S000022,S000022,1.0,-1.4605556990883803,-1.4807547806422643,-0.796929672527965,-1.4196755689899014,-1.0052193613328484,-0.7076838462997448,1.8408903706182134e-16,-1.8025573392644263,-0.41237156675552883,4.0,0.7491875957185715,-0.9762927825918498,0.0,0.37531483389939635,0.12793298127395825,0.8842889789673568,1.6485089366186982,2.0,19.2,2,0,2,2
S000023,S000023,0.0,0.3219618468196003,-0.4773359840685402,0.40246446684905135,-0.857819839781812,-1.0870980689165017,-0.4622342546210153,-0.7909372332974386,-0.05785514193494085,0.8501528043295188,4.0,-1.3230748154232965,-0.7506650025431368,0.0,-1.3673106690883057,-1.2887397167767554,-0.6008598760233567,0.7199076410602581,28.0,99.39,3,3,0,0
S000024,S000024,0.0,-0.22226165411127283,1.5661751672053779,1.731256869509812,1.0620167584122644,0.3280806411974706,-0.8826409946935799,-1.0929259760356775,0.8350452607257033,-1.0729230844721869,2.0,1.615514417913058,-0.5900038255083815,0.0,1.6710400645108998,-0.756077217235131,1.2569927187530723,-0.7470774655824663,15.0,143.19,0,1,1,1
S000025,S000025,3.0,1.7691975434646052,0.21780227835730318,0.546595730009366,0.5573237425236064,-0.9483690796481284,1.4663993593482414,1.8408903706182134e-16,-0.8195051513314375,-1.210120482551026,2.0,0.42255750794986374,1.2450334039631614,0.0,0.4217182168138578,-0.997455427168396,1.0039067332904752,-1.0939528376930976,25.0,162.26,0,1,1,3
S000026,S000026,3.0,0.6955969703525109,0.40694625941621626,-0.9927487398529513,0.1992017864283633,0.8515322914265899,-0.41233749506694833,1.8408903706182134e-16,-1.2470632506010115,1.2108740532109612,2.0,0.316564962912336,0.27289029902771456,0.0,1.3647777372754535,-1.4330436895852048,-1.4715512140700533,0.91847821335832,14.0,122.48,1,2,3,0
S000027,S000027,3.0,1.1987744623872871,1.928289796128827,1.4806265267819543,0.9816469606255419,0.5054249161384838,1.0166207679069708,1.8408903706182134e-16,-0.18048808513629155,-1.1014416447470017,5.0,-0.8655763812307025,1.949506044685429,1.0,-1.49224285385801,0.37429517951458696,0.5115852391816418,-0.3755538634376268,18.0,189.74,0,1,1,3
S000028,S000028,0.0,1.6706580114693654,1.3190592385925948,0.38722343249397884,0.40440127013914395,1.9470622479170423,-1.028084740627775,-1.059949658680945,-0.11221136540797196,-0.6474569960479217,5.0,0.6496843901731376,0.27177432731901713,1.0,-0.04374340872812568,-1.6027810124557262,-0.8627598012781837,-1.4406897366012892,29.0,179.15,0,1,1,3
S000029,S000029,3.0,1.967441033239371,-1.3781066256800314,1.5412143423663163,1.5872297226720002,0.35239396921357724,-1.3508212279562088,-0.4800101516543076,1.485994180853954,1.3372806446993295,5.0,0.1532499190279823,0.5142191810335167,0.0,0.9485750874426673,-0.5052213473746737,1.115969682077396,-0.171859782649308,3.0,147.3,0,1,1,1
S000030,S000030,1.0,-0.9332891486411783,-0.029502689214894226,-0.29615820545895494,-1.5303367191339297,-1.091746205154875,-1.1505972098307398,2.193128019732873,0.32926723011689,-0.42470391714463795,5.0,0.04293114766239227,-0.9716429004722775,0.0,0.35603958253492773,1.4355175287633573,-1.2008373490229964,0.17833894631986788,2.0,64.12,2,0,2,2
S000031,S000031,0.0,-0.7724528371866142,-0.547595463984372,1.223975034679253,1.6089710965413564,1.08751459275939,-1.3108330447674883,-1.1460702301767196,0.41013868455237523,1.0829259179239539,5.0,-0.5086627091655582,0.35879687118681264,1.0,-0.9660998814278844,-0.11923666155885944,-1.034631627226664,0.3500457173446913,26.0,86.46,3,3,0,0
S000032,S000032,0.0,1.6267009381125526,1.1193080714776298,-0.8354462124351665,-0.30500265926098313,1.933475388143336,1.2052375965758908,-0.8812395548334095,-1.2384458005382137,-0.7761759032342483,0.0,-0.4751344551230751,-0.019742282364035302,1.0,0.28821925365994555,-0.9417109611903898,0.20372691358161674,-0.265883087105643,0.0,164.62,0,1,1,3
S000033,S000033,0.0,0.4379677655791365,0.725056819453666,0.5099043510064137,-1.2132546597808425,-1.4339205420874348,-0.767984611037426,-1.1358324316756003,1.7445176827378819,1.1052783030042141,2.0,0.09700897676317172,-0.14552934350199845,1.0,0.4195765222178059,-1.310583055801677,-0.7620290607955581,-0.9020289791121257,13.0,123.96,1,2,3,0
S000034,S000034,1.0,0.020593898523966928,-1.347167249322477,-1.1011858768755225,-0.5412263506280363,-0.13709053158127588,-0.159881124387009,1.2029033739609005,0.4923359005359838,0.7299123880357048,4.0,-1.0418701040992435,-1.0201644203900144,0.0,-1.4586896385198609,0.753634804163224,0.8635132637428153,-1.316894693620489,28.0,65.61,2,0,2,2
S000035,S000035,3.0,-0.9859794153801394,-1.2342269732365498,-1.0794909230342897,0.4451968817816444,0.7521336857136833,1.8050603444066964,1.8408903706182134e-16,-1.0011344834242488,0.920293047167577,4.0,0.735127360152369,-0.11793229312233679,0.0,-0.6912490749345351,-0.8454010638940241,-0.8564641299980197,-1.6291517651212766,5.0,48.33,2,0,2,2
S000036,S000036,3.0,0.6736184336741041,1.6610097118451324,1.1688438857158425,-1.4477683554503058,-0.18035395349228922,0.6666356955738342,-0.4971743531745711,0.26629355658106163,0.5865488147623111,0.0,-1.3317272680794212,-1.762101313174865e-16,0.0,-1.1809832392317756,-1.7016009925119857,-1.0894039673640918,1.5701331040380124,5.0,156.33,0,1,1,1
S000037,S000037,0.0,-1.2926600563165798,1.3927844327643646,0.20752975583849506,0.42956263540368017,-0.4978574134673288,-0.9760647147097053,-0.8286296579095077,1.2619404792212157,-0.20195083824135424,4.0,-1.0894585937079293,0.1706703904324502,0.0,-0.8611568462213329,1.1186952060952735,-0.9792297199612199,0.9499116303120579,15.0,94.44,3,3,0,0
S000038,S000038,1.0,0.14191250992431015,-0.3334143229674108,-1.595108286530648,-0.808840677300846,-0.26866854202138246,-0.5865161124606488,1.414156641964426,0.8595718493659738,0.6119842874398486,4.0,-1.1283946306604906,-1.0256745307017077,0.0,-0.08657730064916697,0.16557575566520416,-0.03865643070470162,-0.6480691258383142,14.0,82.43,3,3,0,0
S000039,S000039,3.0,-0.9129116974161655,1.816756810074099,-0.7167166731999726,-1.3888956464332844,-0.6179938577822087,0.3315134877887174,-0.43838291480693287,0.3948924267489638,0.16956121723055848,4.0,1.5733337112144508,0.5188535635460237,1.0,0.48239956370199993,-0.3996608598886713,0.6450534703211208,-0.3964633170059721,17.0,99.82,3,3,0,0
S000040,S000040,3.0,-1.0507505996310726,1.4316424410885165,1.0305456110124076,-0.0653589764987501,-0.05092123670066249,-0.9109512128802846,-0.28622469722623894,0.9391175422533365,0.8185511564574268,2.0,1.3289019236789272,-0.0018014871860187948,1.0,0.9849838955755529,0.05489349857345706,-1.013226344874106,-1.382530991576752,18.0,107.08,1,2,3,0
S000041,S000041,0.0,-0.20173864966322444,1.1338010583660971,-0.4655218477182228,-1.3669099874642723,-1.1114113969326085,0.8711770219727756,-0.8781508081919093,-0.37736367503251383,-1.2848853567850003,0.0,-1.1478626491367712,-0.5035625169055326,0.0,-2.5362758957357693e-16,-1.2260399892782334,-0.37421570993744885,1.1455742653588932,21.0,108.52,1,2,3,0
S000042,S000042,1.0,-0.7403583515072193,-0.20612809029478313,-0.8592297524657982,-0.8870119091906671,0.10389745493131065,-1.3647640104131609,2.560587666053004,-0.3011323860154581,0.6551475138017308,3.0,1.006598062238282,-0.9917303912288298,1.0,1.4932794130385776,-0.29443058568202973,0.7117875858908604,1.5683329524063008,18.0,65.57,2,0,2,2
S000043,S000043,1.0,-0.6844659138614703,-1.1147123422287526,0.7747972913159323,-0.026517645653495132,-0.22862306058308898,-1.23014892293538,1.8408903706182134e-16,-0.00018451459160316667,0.8455281729336029,5.0,0.5609967504478592,-1.014840305363104,1.0,-1.0389174976936548,-0.5776612120224436,-0.2709667009427574,1.352730176208196,3.0,66.08,2,0,2,2
S000044,S000044,0.0,-0.8803077754561455,-0.2626717434886304,-1.1073387388929405,1.702288004609831,0.015582866402217435,-1.2450117874834,-0.8802720444175266,0.7554995678383415,-0.3699791122929662,2.0,0.992537826672079,-0.7596935236586397,0.0,0.9571418658268759,-1.1350019585327766,-0.355958263224973,0.26128439458105285,19.0,69.32,2,0,2,2
S000045,S000045,3.0,-0.08777047602618948,-0.524070615701642,0.48393814432740156,0.6313421277192808,0.9015891432244567,1.986245740801606,-0.17365344348202055,0.2768996489660431,-0.4894487566874609,0.0,-0.38752837197981216,0.33887987610797793,0.0,-0.7604972002068855,-0.7095794928071417,-0.6184877556078163,1.5416076243355015,6.0,100.22,3,3,0,0
S000046,S000046,2.0,-0.9073806749408051,0.6691853047821826,0.26962285876656794,1.8701118680732902,0.056343445723337424,1.3478503206914156,1.8408903706182134e-16,0.06080051662204158,1.141504582272222,2.0,1.8772511107608307,-0.6379208607505739,1.0,0.5723507367361871,-0.5189217346924757,-1.2669418974647197,-0.03130948217334406,9.0,101.7,3,3,3,0
S000047,S000047,0.0,-1.4127414653211186,0.8278730090464897,-1.4161108052716307,0.5863936693826339,-0.008015363731062677,0.9907876938116027,1.8408903706182134e-16,-1.2404344428603973,0.7568894045118811,0.0,-0.9813029355063705,-0.7191853005936324,1.0,-1.4444116745461801,-1.2373126547240008,1.5730354170173109,0.9831451988975077,14.0,71.55,2,0,0,2
S000048,S000048,3.0,0.2788780928010024,1.425761229017834,-1.0877700034246993,0.48770248912173453,0.9051646326385899,1.1259689856531179,-0.8071541652054988,1.177091740141362,-0.5033226508752088,2.0,-1.1640859978670048,1.2342921762669496,0.0,-1.5864774160843012,0.7122626979805996,-1.0245585531784014,1.339021329166698,16.0,133.1,1,2,3,1
S000049,S000049,2.0,-1.4967256750127778,1.9693532589794847,-0.9282095449913482,0.8231059309489985,1.2148020159025368,-0.15046797683993002,-0.009342647372121263,0.1569182288609382,-0.035464107988380913,0.0,-0.02737003016862124,-0.42253832097198524,1.0,-0.2743325269030654,-0.21637478610136016,0.7583755533640746,-1.005883880941656,22.0,95.93,3,3,0,0
S000050,S000050,0.0,1.0657388165325616,-0.8074190115355937,1.895145029056332,-0.53365351253871,0.414607485019497,-0.9955279897130649,-0.9569563532378924,-0.8818159440932047,0.8216342440547041,0.0,-0.09010031192552521,-0.21006195751812926,1.0,0.8414903576400637,1.4265348038912438,-1.6106855493616803,0.6488708882088594,28.0,128.12,1,2,3,1
S000051,S000051,0.0,1.8809824187561033,-0.5113629967632032,0.9808711286699489,1.1418979859996754,1.7747236581558161,1.8103685103167033,-1.1533812084657753,0.5758588780677139,0.3106124748059941,3.0,0.3522563301188506,-0.5519445403596822,0.0,-0.9418273426726275,-0.14238699859859275,1.6561382779154772,-1.2736910544594044,12.0,161.59,0,1,1,3
S000052,S000052,3.0,0.3516547043189047,1.7169862481607356,1.8403902019288496,1.4150087274147378,1.6846213249196558,-0.5351330664517798,-0.20854858902557497,-1.0117405758092302,-1.2116620263496647,4.0,-0.682793318870068,1.0423682917816033,0.0,-0.5384748604161541,1.2483751180772207,-0.6550026490327683,0.4951656335011548,25.0,166.53,0,1,1,3
S000053,S000053,3.0,0.010041289853871179,-1.0990641172549724,0.24760803136479662,-0.19507436441592213,-0.9097537939754884,-0.8741479292375686,-1.0105904348279797,-0.24810192409054996,-0.12024901691350619,2.0,1.1363848520801523,2.649840290321278,0.0,-2.5362758957357693e-16,1.5150465875904042,-0.7626586279235743,0.5887735183501712,13.0,80.12,3,3,0,0
S000054,S000054,2.0,1.2625267740769694,1.5685906650201227,1.449015492564026,0.1830789698510878,1.3084798385528296,-0.712425807846018,0.7628399648422026,0.2696079604513682,-1.3342147583414368,5.0,0.7308011338243068,-1.762101313174865e-16,1.0,-2.5362758957357693e-16,-0.8861419931790367,1.308617223250418,0.045266198775629596,18.0,179.8,0,1,1,3
S000055,S000055,0.0,-0.10349022411405634,-0.11406611705977876,-0.7470105809921537,-0.6531089262703429,-1.0820923837367151,0.5342854255509897,1.8408903706182134e-16,-0.2275526200946478,0.6335659006207897,2.0,1.0044349490742508,-0.13286616452969646,1.0,1.6710400645108998,-1.476651085658885,0.5676167135751019,0.12059562090264883,15.0,87.7,3,3,0,0
S000056,S000056,1.0,-0.2657820677989785,0.4686149688430865,0.30313431825593107,-1.5173896088521779,-0.36127371784743556,-1.0876069743653218,2.216680218894404,-0.11022272308578782,1.2139571408082384,4.0,1.2456220668637272,-1.0918113540490908,0.0,1.4554428085083244,-1.0139491571220933,0.49332779246916547,-0.7066432904701694,17.0,97.89,3,3,0,0
S000057,S000057,1.0,-1.1423035769205936,-1.5789920265514856,-0.8235356263280544,-1.5303367191339297,-0.3551953858434088,-0.3816916838798405,1.5612829957503822,0.7144009598465373,-1.5084092075876032,2.0,-1.2787309955606574,-1.030487158695465,0.0,-1.6036109728527175,1.156405716543824,1.5849971924496224,-1.042994699195408,18.0,26.78,2,0,2,2
S000058,S000058,1.0,0.17626307056076002,-1.3728135348164172,0.658363315279897,-0.348485406999696,-1.204374121700075,-0.5819864775507761,1.730358477046449,1.1134551858314725,1.467541095684295,2.0,-1.1186606214223502,-1.092749080276538,0.0,-1.703556720668481,0.8979934276542721,-0.2967789531914303,-0.43966695616705675,26.0,82.12,3,3,0,0
S000059,S000059,1.0,0.028017112898793037,-0.024902741202468007,-1.313111518778215,-0.4678186781815012,-1.458591419044955,-0.32280643005149473,2.359681496890467,-0.7419481007662588,0.9434162041471567,4.0,1.745301207754929,-1.0757537611295012,1.0,1.1441831938820899,-0.8190432705953281,-0.9124956043914804,-0.024939714861132764,30.0,87.52,3,3,0,0
S000060,S000060,3.0,-1.1987782274584857,1.4816327436893173,-0.568445869844453,-0.551730609913231,1.7439744491942695,-0.5319481669057756,1.8408903706182134e-16,-0.48740188352669844,1.1738770020436338,4.0,-0.08252941585141606,-0.3105304105150212,0.0,0.8243568008716475,-0.6925161641897459,-0.9339008867440384,1.256352827310392,19.0,92.28,3,3,0,0
S000061,S000061,3.0,1.8729769914891339,1.1017694569097016,0.9631840023813464,-0.28155128969403675,1.6116813408713362,0.3102808241486889,1.8408903706182134e-16,1.7219797364197955,-0.5672967185187123,5.0,-1.5415492449904458,0.9018256047175306,0.0,-1.5736272485079887,-0.9755558980050282,-1.2574983905444734,-0.29620871843986585,29.0,183.78,0,1,1,3
S000062,S000062,2.0,1.5524687943642925,1.5538876348434163,-1.580375286654078,1.969535903633157,-0.6258599344933021,1.5729165552757178,1.2477084169859656,1.1963152825891419,1.0343672882668364,4.0,0.5707307596859995,-0.8279072943527653,1.0,0.8029398549111265,-1.6502570610750142,-1.1920234092307667,1.0505816484854826,21.0,171.17,0,1,1,3
S000063,S000063,0.0,2.022896811216013,1.774748152426367,1.7931618115199217,0.6738477350593712,0.3902941570033904,-0.7538295019440735,-0.8953190578729086,0.3312558724390746,0.252804582357045,5.0,-0.8082538823838763,-0.659891553765553,0.0,-1.3330435555514726,0.111577802346566,-0.6764079313853262,-0.32874992101311856,3.0,208.03,0,1,1,3
S000064,S000064,0.0,-1.039979661126423,1.3950949089349896,1.5732016984201718,0.7796231832102855,0.20651400111693716,-0.588568603279185,1.8408903706182134e-16,-0.12016593469670851,-1.2910515319795546,4.0,1.2596823024299293,0.23725670238472552,1.0,0.4695493961256875,0.8869478319460606,-0.6392634708323579,-0.9693269554976612,18.0,115.28,1,2,3,0
S000065,S000065,0.0,0.8456623433024254,-0.05567408292943139,-0.6154860993354174,-1.4096598799040183,0.5182966780293637,-0.11047979365120955,1.8408903706182134e-16,-1.1847524578392439,0.95112392314035,4.0,-1.0137496329668383,0.021626168893092965,1.0,-0.594872818112192,-0.1343325656027234,0.19806080942946883,-1.211239640159247,25.0,114.18,1,2,3,0
S000066,S000066,0.0,0.009750183407799628,0.8875253029062691,1.7867643403091504,1.525914162658422,1.3950066823748564,-1.3097714115854868,-0.8342930347790474,-0.875187136352591,-1.2432636742217569,5.0,0.44418863959017546,-0.4580634203655176,1.0,-0.8040449903266109,-0.18050007675135182,-0.7607699265395252,0.42509819306683166,6.0,139.87,1,2,1,1
S000067,S000067,0.0,-0.5065270987001992,0.14323691103257913,-0.1460246090155931,0.3460171313214338,1.7775840496871227,-0.2665398714054193,-0.8075144515109949,-0.04128312258340699,-1.699560638618795,5.0,1.430568242388393,-1.762101313174865e-16,0.0,1.5382549995556714,-0.42511268342091707,-0.8759807109665284,-0.3359505275399661,23.0,93.28,3,3,0,0
S000068,S000068,0.0,-1.2661693697240632,1.3814420951994766,-0.2638133436609677,1.5408155537374189,-0.22325982646188902,0.16412932275982584,1.8408903706182134e-16,-0.04327176490559113,-0.14183063009444713,3.0,0.24734534166333863,-0.08703382643777897,1.0,0.3760287320980805,0.8341460358211895,-1.6018716095694505,0.39020294605210937,25.0,97.74,3,3,0,0
S000069,S000069,3.0,-0.5769748586495287,1.7899762908236696,-0.804587821889094,-0.1489044805809965,0.22796693760173717,1.633429646649799,-0.25497289634500464,-0.6478190308495464,-0.686766362913207,2.0,1.7777479052153964,1.0348974811761569,1.0,1.272684869645214,-0.5876969246944759,1.2072569156397759,1.2339201685152137,4.0,115.94,1,2,3,0
S000070,S000070,0.0,1.389449184564191,0.6375737899022642,0.6393590625655476,-0.47991079061445785,0.7821677967924034,0.33823716460805975,1.8408903706182134e-16,0.6341923861851128,-0.9403503177892637,4.0,-0.15283059368242957,-0.20120393208034398,1.0,0.27465518788494897,0.8772292471786821,0.31390116098448867,-1.160419974863997,12.0,157.14,0,1,1,1
S000071,S000071,3.0,1.1195935090558096,0.7156048714829263,1.3233239993641697,0.8326330498355705,0.8729852279113902,0.276662440051977,-0.2473502096792837,1.8240633756252447,1.720354278661032,4.0,-0.11064988698382154,1.380716964212281,1.0,1.6096448194240738,0.2136360277787452,-1.1819503351825045,0.9836990917072651,9.0,162.07,0,1,1,3
S000072,S000072,1.0,-0.07510734562207441,-1.3535945739425799,-1.380680104419036,-0.3765781934601006,0.2040111585270438,-0.4915353304442547,1.8836825649190854,1.2977360410205292,0.9673101330260557,3.0,0.23652977584318258,-0.9714414055804295,1.0,1.174880816425503,0.3612175020872342,0.07655435372230149,-1.239765119861758,31.0,61.31,2,0,2,2
S000073,S000073,2.0,-0.7650296228117882,1.3673691948874866,-1.514518965366728,1.574526897489904,-1.3516842855623683,-0.9304144878836441,0.07989905605104106,-1.072725607022875,-1.7280791988936097,4.0,-1.0472778870093216,-0.7161861266265083,1.0,-1.553638098944836,-0.07501425287396978,-0.49949956841271453,-1.026377914902683,9.0,98.29,3,3,0,0
S000074,S000074,0.0,-0.4702843461642839,-0.15817520758989714,-1.1235205778378323,-0.20557862370111685,0.94807050560819,1.432427097524196,-1.0667950984853707,-0.2905262936304762,-0.4038930758630163,4.0,0.5447734017176256,0.1031696016633258,1.0,0.39887347445596905,0.2511648824372511,1.2878415080258765,-0.0896067004003201,7.0,79.72,3,3,0,0
S000075,S000075,0.0,-1.4978901007970642,-0.7895653320353077,1.7051025019128363,1.5860082971737215,-0.6530336540407153,-0.8108038160448169,-0.7580580718003679,-0.6206409191130311,-1.5014722604937294,2.0,-1.3046883535290317,-0.004699913707218866,0.0,-1.6892787566948007,-0.07598872842564892,-0.7211071974744913,-0.236665241390935,26.0,63.93,2,0,2,2
